Source Port,Destination Port,NAT Source Port,NAT Destination Port,Action,Bytes,Bytes Sent,Bytes Received,Packets,Elapsed Time (sec),pkts_sent,pkts_received
58638,5900,58638,5900,allow,156,62,94,2,10,1,1
64729,80,64729,80,allow,40906,1105,39801,45,142,13,32
9516,443,9863,443,allow,3909,369,3540,16,35,5,11
56733,53,47115,53,allow,187,98,89,3,52,2,1
37350,53,37350,53,allow,213,87,126,2,30,1,1
38104,443,51062,443,allow,8884,4067,4817,24,19,11,13
58254,80,49705,80,allow,1151,711,440,10,15,5,5
62160,53,62160,53,allow,205,81,124,2,30,1,1
5588,5588,0,0,allow,3354,1792,1562,46,194,23,23
55735,53,59032,53,allow,256,93,163,2,30,1,1
64171,53,19883,53,allow,174,89,85,2,30,1,1
53338,53,53532,53,allow,168,78,90,2,30,1,1
56262,53,64499,53,allow,170,87,83,2,31,1,1
56906,53,50869,53,allow,166,85,81,2,31,1,1
56322,53,0,0,allow,166,73,93,2,31,1,1
37965,56605,48626,56605,allow,847,152,695,4,1201,2,2
62825,443,8189,443,allow,17772,2595,15177,25,122,12,13
57033,53,60387,53,allow,754,94,660,2,31,1,1
56720,53,57762,53,allow,916,86,830,2,31,1,1
49321,53,16825,53,allow,184,94,90,2,31,1,1
27677,22114,0,0,deny,146,146,0,1,0,1,0
50547,22197,0,0,deny,66,66,0,1,0,1,0
51052,50584,0,0,deny,66,66,0,1,0,1,0
58230,64147,0,0,deny,66,66,0,1,0,1,0
30456,36237,0,0,deny,62,62,0,1,0,1,0
50625,445,0,0,drop,70,70,0,1,0,1,0
50624,445,0,0,drop,70,70,0,1,0,1,0
45269,50584,0,0,deny,62,62,0,1,0,1,0
55300,445,0,0,drop,70,70,0,1,0,1,0
55295,445,0,0,drop,70,70,0,1,0,1,0
35207,22114,0,0,deny,62,62,0,1,0,1,0
50622,445,0,0,drop,70,70,0,1,0,1,0
53127,443,41153,443,allow,13914,7812,6102,52,69,28,24
46568,443,33630,443,allow,6407,984,5423,21,360,11,10
42356,443,3759,443,allow,276,70,206,5,26,2,3
43900,443,13168,443,allow,442,250,192,8,25,5,3
56479,443,37707,443,allow,3041,1995,1046,17,16,8,9
52047,80,55413,80,allow,27784,13980,13804,44,35,22,22
53957,29970,1762,29970,allow,552,366,186,9,17,6,3
53951,80,8930,80,allow,78,78,0,2,7,2,0
38602,80,59364,80,allow,2586,832,1754,14,16,7,7
57410,443,21541,443,allow,7435,2697,4738,23,30,13,10
51136,443,51136,443,allow,1210,637,573,14,25,7,7
65131,53,28562,53,allow,443,98,345,4,57,2,2
4782,443,2792,443,allow,1191,692,499,12,39,7,5
49670,443,5760,443,allow,886,541,345,11,15,6,5
64082,43786,41878,43786,allow,504,382,122,8,14,6,2
21944,53,21944,53,allow,217,82,135,2,32,1,1
65053,53,65053,53,allow,235,90,145,2,31,1,1
53979,26308,29256,26308,allow,70,70,0,1,4,1,0
49188,53,58733,53,allow,621,111,510,4,35,2,2
52272,443,52272,443,allow,1615,941,674,15,20,7,8
39994,80,41282,80,allow,2387,930,1457,14,16,7,7
56515,53,8193,53,allow,177,94,83,2,29,1,1
57448,53,27842,53,allow,177,94,83,2,29,1,1
56906,53,48411,53,allow,167,86,81,2,29,1,1
50063,53,17752,53,allow,173,94,79,2,29,1,1
55650,53,4298,53,allow,179,94,85,2,29,1,1
61119,53,61119,53,allow,217,90,127,2,29,1,1
50063,53,53923,53,allow,173,94,79,2,30,1,1
55732,53,41995,53,allow,177,94,83,2,29,1,1
56176,53,13645,53,allow,177,94,83,2,30,1,1
51606,443,25122,443,allow,5188,1096,4092,21,95,12,9
48285,8080,0,0,allow,184,78,106,3,10,2,1
58638,5900,58638,5900,allow,160,66,94,2,9,1,1
62910,993,51747,993,allow,9108,4045,5063,84,72,39,45
63954,53,6162,53,allow,289,102,187,2,30,1,1
57152,53,57152,53,allow,241,98,143,2,30,1,1
49481,53,5935,53,allow,232,102,130,2,30,1,1
55061,443,38247,443,allow,18682,8068,10614,42,62,22,20
49482,7000,49482,7000,allow,3098,1611,1487,16,15,9,7
49364,443,26461,443,allow,8376,2198,6178,25,81,14,11
50972,3544,40157,3544,allow,409,107,302,4,30,2,2
56504,53,22416,53,allow,198,102,96,2,33,1,1
57035,80,15633,80,allow,953,524,429,11,256,6,5
51605,443,55829,443,allow,8095,3030,5065,27,95,14,13
65094,53,59382,53,allow,630,204,426,6,64,3,3
39892,443,8583,443,allow,2186,1319,867,23,20,13,10
51252,443,8705,443,allow,9600,4628,4972,41,16,24,17
64051,53,63556,53,allow,275,102,173,2,30,1,1
49837,53,3661,53,allow,183,102,81,2,30,1,1
65028,53,37363,53,allow,79,79,0,2,33,2,0
61544,53,18551,53,allow,325,86,239,2,30,1,1
64876,53,58020,53,allow,737,94,643,2,30,1,1
53500,443,64344,443,allow,558,210,348,9,29,4,5
64722,53,7575,53,allow,184,94,90,2,30,1,1
56262,53,63670,53,allow,177,94,83,2,30,1,1
45608,443,58506,443,allow,8487,2231,6256,26,350,12,14
56563,53,53188,53,allow,292,126,166,2,30,1,1
50031,53,15521,53,allow,181,94,87,2,30,1,1
64122,443,27502,443,allow,5121090,119252,5001838,5000,55,1680,3320
56431,53,59476,53,allow,177,94,83,2,30,1,1
21526,53,21526,53,allow,230,90,140,2,30,1,1
64796,53,58063,53,allow,184,94,90,2,30,1,1
49340,53,57846,53,allow,387,134,253,2,30,1,1
44839,443,42515,443,allow,308,84,224,4,120,2,2
40401,80,34965,80,allow,1603,1179,424,10,124,6,4
38135,80,24108,80,allow,111328,4904,106424,145,240,66,79
51377,443,25439,443,allow,2838,944,1894,12,135,7,5
57176,53,43366,53,allow,178,94,84,2,30,1,1
58991,443,64156,443,allow,972647,20727,951920,916,263,245,671
28441,23,28441,23,allow,152,66,86,2,7,1,1
60506,56243,34455,56243,allow,70,70,0,2,8,2,0
52569,80,52569,80,allow,93783,3885,89898,105,167,37,68
54388,53,31456,53,allow,168,78,90,2,30,1,1
64371,443,25379,443,allow,5925,3462,2463,13,120,7,6
51704,443,61850,443,allow,7117,619,6498,19,34,6,13
58975,80,4684,80,allow,214,140,74,4,15,3,1
53956,41578,43631,41578,allow,492,306,186,8,17,5,3
51251,443,24124,443,allow,7950,2502,5448,38,16,22,16
58855,80,59829,80,allow,1601,902,699,8,387,5,3
46201,443,55008,443,allow,16666,4851,11815,58,150,27,31
41249,443,56931,443,allow,2080,1126,954,17,150,10,7
59912,53,38804,53,allow,168,78,90,2,30,1,1
64926,53,0,0,allow,371,77,294,2,30,1,1
64171,53,47261,53,allow,179,94,85,2,30,1,1
46567,443,52746,443,allow,6407,984,5423,21,360,11,10
17750,6992,50842,6992,allow,150,150,0,1,1200,1,0
41325,443,55609,443,allow,6015,4418,1597,38,246,22,16
57356,443,8609,443,allow,7644,3087,4557,26,46,15,11
54030,443,52354,443,allow,249900,26024,223876,450,167,183,267
47152,443,10144,443,allow,11278,2044,9234,32,178,17,15
58856,443,60071,443,allow,2694,1614,1080,14,386,8,6
49224,53,4375,53,allow,199,102,97,2,32,1,1
52218,62004,11964,62004,allow,136,136,0,3,12,3,0
34331,443,11872,443,allow,120,60,60,3,4,2,1
43026,443,33561,443,allow,138,78,60,2,4,1,1
58638,5900,58638,5900,allow,160,66,94,2,9,1,1
58638,5900,58638,5900,allow,160,66,94,2,9,1,1
32515,443,32515,443,allow,34885,6636,28249,74,51,38,36
46822,3389,46822,3389,allow,3457,1568,1889,17,21,10,7
55867,53,49859,53,allow,178,94,84,2,29,1,1
36873,80,37820,80,allow,1115,534,581,12,16,7,5
60502,61473,62296,61473,allow,1628,1037,591,14,16,8,6
56919,53,21784,53,allow,177,94,83,2,29,1,1
50388,53,43330,53,allow,94,94,0,1,29,1,0
55797,53,20315,53,allow,177,94,83,2,29,1,1
56269,53,56636,53,allow,326,126,200,2,30,1,1
43830,443,46012,443,allow,2257,461,1796,9,39,4,5
55420,53,27651,53,allow,177,94,83,2,29,1,1
65290,53,22798,53,allow,181,94,87,2,29,1,1
40204,40017,36316,40017,allow,156,94,62,2,30,1,1
49506,53,12143,53,allow,200,102,98,2,30,1,1
65229,53,65530,53,allow,443,182,261,6,30,3,3
49837,53,9778,53,allow,167,86,81,2,30,1,1
65239,53,57855,53,allow,489,185,304,6,73,3,3
56586,53,54269,53,allow,177,94,83,2,30,1,1
64376,53,21911,53,allow,210,94,116,2,30,1,1
57448,53,10658,53,allow,177,94,83,2,29,1,1
56037,53,8318,53,allow,246,102,144,2,30,1,1
55797,53,21762,53,allow,177,94,83,2,30,1,1
56977,53,6420,53,allow,322,102,220,2,30,1,1
65290,53,6842,53,allow,181,94,87,2,29,1,1
49857,53,44627,53,allow,165,86,79,2,29,1,1
56919,53,40423,53,allow,177,94,83,2,29,1,1
56906,53,34993,53,allow,167,86,81,2,31,1,1
56307,53,55446,53,allow,185,102,83,2,31,1,1
56257,53,40578,53,allow,177,94,83,2,31,1,1
55605,53,12415,53,allow,300,88,212,4,51,2,2
49745,53,63902,53,allow,1472,98,1374,4,54,2,2
49603,53,34411,53,allow,326,126,200,2,30,1,1
55025,53,42219,53,allow,183,94,89,2,30,1,1
50031,53,40045,53,allow,181,94,87,2,30,1,1
56322,53,0,0,allow,629,73,556,2,30,1,1
58839,443,35385,443,allow,8595,2118,6477,40,179,22,18
49669,443,57280,443,allow,6911,897,6014,22,28,10,12
44246,5228,57956,5228,allow,19678,4762,14916,98,9851,54,44
62913,993,11946,993,allow,9122,4055,5067,84,67,39,45
45105,443,12616,443,allow,3607,2257,1350,22,19,12,10
33818,53,62977,53,allow,168,78,90,2,30,1,1
56176,53,54476,53,allow,177,94,83,2,30,1,1
55065,443,23726,443,allow,13236,4421,8815,28,61,16,12
64171,53,17588,53,allow,179,94,85,2,30,1,1
46569,443,56973,443,allow,6409,984,5425,21,360,11,10
59685,443,5373,443,allow,2316,1353,963,17,276,9,8
60508,55998,14688,55998,allow,70,70,0,2,8,2,0
52297,80,4278,80,allow,1061,574,487,13,256,7,6
49462,53,10345,53,allow,86,86,0,1,30,1,0
34484,53,27104,53,allow,86,86,0,1,30,1,0
65402,53,33102,53,allow,297,110,187,2,30,1,1
32185,53,63584,53,allow,86,86,0,1,30,1,0
49506,53,23058,53,allow,200,102,98,2,30,1,1
64722,53,27260,53,allow,184,94,90,2,30,1,1
56262,53,55550,53,allow,177,94,83,2,31,1,1
44191,443,19988,443,allow,7151,1943,5208,30,25,17,13
49231,443,44532,443,allow,474745,13542,461203,502,17,189,313
56663,53,10723,53,allow,181,94,87,2,33,1,1
58176,5223,41893,5223,allow,15152,5747,9405,46,56,20,26
53174,41442,13286,41442,allow,70,70,0,1,5,1,0
39538,80,23642,80,allow,2191,1142,1049,21,370,9,12
58974,80,55839,80,allow,214,140,74,4,15,3,1
65522,443,46739,443,allow,399281,11940,387341,412,16,145,267
45545,53,45545,53,allow,178,82,96,2,30,1,1
49293,53,22414,53,allow,811,94,717,2,30,1,1
64511,53,2785,53,allow,305,102,203,2,30,1,1
55025,53,22515,53,allow,183,94,89,2,30,1,1
65289,53,55210,53,allow,179,94,85,2,30,1,1
56919,53,56265,53,allow,177,94,83,2,30,1,1
56431,53,39797,53,allow,177,94,83,2,30,1,1
56572,53,63633,53,allow,177,94,83,2,31,1,1
56262,53,24636,53,allow,177,94,83,2,30,1,1
64917,53,41071,53,allow,194,94,100,2,30,1,1
51442,443,50943,443,allow,15321,3760,11561,56,170,23,33
49321,53,55835,53,allow,184,94,90,2,31,1,1
64370,443,23826,443,allow,2783,692,2091,10,120,5,5
49126,443,33194,443,allow,3800867,77753,3723114,3263,625,478,2785
60774,443,14767,443,allow,29739,1164,28575,40,120,15,25
49591,5228,57295,5228,allow,18548,2772,15776,41,3957,17,24
47963,443,46762,443,allow,8903,3095,5808,31,121,16,15
61445,443,34767,443,allow,97211,3043,94168,109,121,37,72
37142,443,20503,443,allow,17201,10578,6623,57,145,27,30
49160,33586,34033,33586,allow,1377,300,1077,6,1200,3,3
49506,53,52835,53,allow,200,102,98,2,31,1,1
64722,53,18980,53,allow,384,94,290,4,42,2,2
50740,443,2714,443,allow,3108,1730,1378,16,16,9,7
65066,80,65066,80,allow,874843,22526,852317,878,44,304,574
55053,443,17178,443,allow,6906,1283,5623,29,248,14,15
14446,443,21708,443,allow,2616,1470,1146,18,16,8,10
55869,53,49767,53,allow,196,102,94,2,30,1,1
64694,53,22388,53,allow,289,82,207,4,46,2,2
62922,993,33264,993,allow,9484,4222,5262,86,45,40,46
42354,443,60503,443,allow,4181,998,3183,14,27,7,7
59875,443,3172,443,allow,12357,5182,7175,30,108,13,17
54927,443,30686,443,allow,7148,1924,5224,35,364,19,16
42096,80,4456,80,allow,1711,698,1013,14,17,6,8
60503,53425,43534,53425,allow,504,318,186,8,16,5,3
54892,443,40724,443,allow,602278,26008,576270,748,396,317,431
33041,443,60563,443,allow,12375,6777,5598,28,49,13,15
65200,51050,0,0,deny,62,62,0,1,0,1,0
42417,22114,0,0,deny,62,62,0,1,0,1,0
50708,445,0,0,drop,66,66,0,1,0,1,0
55710,5555,0,0,deny,60,60,0,1,0,1,0
18652,64147,0,0,deny,62,62,0,1,0,1,0
11983,57470,0,0,deny,62,62,0,1,0,1,0
39588,25174,0,0,deny,66,66,0,1,0,1,0
443,35385,0,0,deny,161,161,0,1,0,1,0
55294,445,0,0,drop,70,70,0,1,0,1,0
43269,50584,0,0,deny,66,66,0,1,0,1,0
50615,445,0,0,drop,70,70,0,1,0,1,0
30966,44847,0,0,deny,146,146,0,1,0,1,0
61550,5529,0,0,deny,145,145,0,1,0,1,0
55293,445,0,0,drop,70,70,0,1,0,1,0
9518,1,0,0,deny,100,100,0,1,0,1,0
50613,445,0,0,drop,70,70,0,1,0,1,0
51598,56079,0,0,deny,66,66,0,1,0,1,0
47342,36237,0,0,deny,62,62,0,1,0,1,0
60676,57866,0,0,deny,66,66,0,1,0,1,0
50692,445,0,0,drop,66,66,0,1,0,1,0
50691,445,0,0,drop,66,66,0,1,0,1,0
50612,445,0,0,drop,70,70,0,1,0,1,0
26287,56205,0,0,deny,62,62,0,1,0,1,0
50611,445,0,0,drop,70,70,0,1,0,1,0
50610,445,0,0,drop,70,70,0,1,0,1,0
50606,445,0,0,drop,70,70,0,1,0,1,0
50604,445,0,0,drop,70,70,0,1,0,1,0
63421,44847,0,0,deny,66,66,0,1,0,1,0
58365,5900,0,0,deny,60,60,0,1,0,1,0
12909,47807,0,0,deny,148,148,0,1,0,1,0
6881,6881,0,0,deny,62,62,0,1,0,1,0
55283,445,0,0,drop,70,70,0,1,0,1,0
55280,445,0,0,drop,70,70,0,1,0,1,0
55277,445,0,0,drop,70,70,0,1,0,1,0
55275,445,0,0,drop,70,70,0,1,0,1,0
57539,44847,0,0,deny,62,62,0,1,0,1,0
40847,25174,0,0,deny,146,146,0,1,0,1,0
63346,37965,0,0,deny,66,66,0,1,0,1,0
56119,37965,0,0,deny,62,62,0,1,0,1,0
50592,445,0,0,drop,70,70,0,1,0,1,0
62949,37965,0,0,deny,62,62,0,1,0,1,0
43704,37965,0,0,deny,66,66,0,1,0,1,0
50591,445,0,0,drop,70,70,0,1,0,1,0
50689,445,0,0,drop,66,66,0,1,0,1,0
63050,57470,0,0,deny,74,74,0,1,0,1,0
50586,445,0,0,drop,70,70,0,1,0,1,0
50582,445,0,0,drop,70,70,0,1,0,1,0
50581,445,0,0,drop,70,70,0,1,0,1,0
50680,445,0,0,drop,66,66,0,1,0,1,0
50682,445,0,0,drop,66,66,0,1,0,1,0
50671,445,0,0,drop,66,66,0,1,0,1,0
50676,445,0,0,drop,66,66,0,1,0,1,0
50677,445,0,0,drop,66,66,0,1,0,1,0
50674,445,0,0,drop,66,66,0,1,0,1,0
50675,445,0,0,drop,66,66,0,1,0,1,0
55266,445,0,0,drop,70,70,0,1,0,1,0
48706,23393,0,0,deny,60,60,0,1,0,1,0
49786,25174,0,0,deny,66,66,0,1,0,1,0
55264,445,0,0,drop,70,70,0,1,0,1,0
55262,445,0,0,drop,70,70,0,1,0,1,0
55261,445,0,0,drop,70,70,0,1,0,1,0
36005,22,0,0,deny,60,60,0,1,0,1,0
65417,44847,0,0,deny,66,66,0,1,0,1,0
9231,3389,0,0,deny,66,66,0,1,0,1,0
39213,25174,0,0,deny,62,62,0,1,0,1,0
50570,445,0,0,drop,70,70,0,1,0,1,0
59096,8604,0,0,deny,66,66,0,1,0,1,0
57846,57866,0,0,deny,66,66,0,1,0,1,0
443,35385,0,0,deny,66,66,0,1,0,1,0
443,58101,0,0,deny,60,60,0,1,0,1,0
993,51747,0,0,deny,66,66,0,1,0,1,0
55259,445,0,0,drop,70,70,0,1,0,1,0
55256,445,0,0,drop,70,70,0,1,0,1,0
55253,445,0,0,drop,70,70,0,1,0,1,0
63002,22114,0,0,deny,66,66,0,1,0,1,0
50665,445,0,0,drop,66,66,0,1,0,1,0
55251,445,0,0,drop,70,70,0,1,0,1,0
57643,28189,0,0,deny,60,60,0,1,0,1,0
62080,54532,0,0,deny,60,60,0,1,0,1,0
50662,445,0,0,drop,66,66,0,1,0,1,0
50566,445,0,0,drop,70,70,0,1,0,1,0
443,50238,0,0,deny,331,331,0,1,0,1,0
10754,28793,0,0,deny,62,62,0,1,0,1,0
42973,57470,0,0,deny,62,62,0,1,0,1,0
50660,445,0,0,drop,66,66,0,1,0,1,0
50659,445,0,0,drop,66,66,0,1,0,1,0
3945,35440,0,0,deny,66,66,0,1,0,1,0
56428,30317,0,0,deny,66,66,0,1,0,1,0
50658,445,0,0,drop,66,66,0,1,0,1,0
58511,50584,0,0,deny,146,146,0,1,0,1,0
50557,445,0,0,drop,70,70,0,1,0,1,0
50556,445,0,0,drop,70,70,0,1,0,1,0
50555,445,0,0,drop,70,70,0,1,0,1,0
443,44683,0,0,deny,83,83,0,1,0,1,0
50552,445,0,0,drop,70,70,0,1,0,1,0
50550,445,0,0,drop,70,70,0,1,0,1,0
60861,25174,0,0,deny,66,66,0,1,0,1,0
60883,64147,0,0,deny,70,70,0,1,0,1,0
55246,445,0,0,drop,70,70,0,1,0,1,0
993,11946,0,0,deny,66,66,0,1,0,1,0
40772,15503,0,0,deny,74,74,0,1,0,1,0
443,35385,0,0,deny,66,66,0,1,0,1,0
443,35385,0,0,deny,97,97,0,1,0,1,0
443,35385,0,0,deny,130,130,0,1,0,1,0
55240,445,0,0,drop,70,70,0,1,0,1,0
55233,445,0,0,drop,70,70,0,1,0,1,0
47141,50584,0,0,deny,62,62,0,1,0,1,0
5151,50584,0,0,deny,62,62,0,1,0,1,0
50647,445,0,0,drop,66,66,0,1,0,1,0
50544,445,0,0,drop,70,70,0,1,0,1,0
34212,11392,0,0,deny,62,62,0,1,0,1,0
24127,23,0,0,deny,60,60,0,1,0,1,0
50506,10214,0,0,deny,66,66,0,1,0,1,0
45652,10214,0,0,deny,62,62,0,1,0,1,0
35610,37965,0,0,deny,62,62,0,1,0,1,0
57325,37965,0,0,deny,62,62,0,1,0,1,0
50639,445,0,0,drop,66,66,0,1,0,1,0
55223,445,0,0,drop,70,70,0,1,0,1,0
8889,3808,0,0,deny,60,60,0,1,0,1,0
50536,445,0,0,drop,70,70,0,1,0,1,0
55306,53,23236,53,allow,170,87,83,2,0,1,1
993,33264,0,0,deny,66,66,0,1,0,1,0
6666,2001,0,0,deny,60,60,0,1,0,1,0
50535,445,0,0,drop,70,70,0,1,0,1,0
50637,445,0,0,drop,66,66,0,1,0,1,0
61202,35894,0,0,deny,66,66,0,1,0,1,0
1024,35894,0,0,deny,62,62,0,1,0,1,0
13027,64147,0,0,deny,62,62,0,1,0,1,0
50530,445,0,0,drop,70,70,0,1,0,1,0
26424,27189,0,0,deny,66,66,0,1,0,1,0
53466,25174,0,0,deny,146,146,0,1,0,1,0
50528,445,0,0,drop,70,70,0,1,0,1,0
50360,37965,0,0,deny,62,62,0,1,0,1,0
50629,445,0,0,drop,66,66,0,1,0,1,0
6889,55108,0,0,deny,143,143,0,1,0,1,0
3117,37965,0,0,deny,62,62,0,1,0,1,0
50622,445,0,0,drop,66,66,0,1,0,1,0
50524,445,0,0,drop,70,70,0,1,0,1,0
53318,22114,0,0,deny,66,66,0,1,0,1,0
52033,50584,0,0,deny,66,66,0,1,0,1,0
31675,19473,0,0,deny,62,62,0,1,0,1,0
55043,57470,0,0,deny,78,78,0,1,0,1,0
45144,25174,0,0,deny,146,146,0,1,0,1,0
50523,445,0,0,drop,70,70,0,1,0,1,0
60453,22114,0,0,deny,146,146,0,1,0,1,0
20804,64147,0,0,deny,145,145,0,1,0,1,0
55216,445,0,0,drop,70,70,0,1,0,1,0
55212,445,0,0,drop,70,70,0,1,0,1,0
55211,445,0,0,drop,70,70,0,1,0,1,0
49677,25174,0,0,deny,62,62,0,1,0,1,0
55994,22114,0,0,deny,66,66,0,1,0,1,0
50607,445,0,0,drop,66,66,0,1,0,1,0
50614,445,0,0,drop,66,66,0,1,0,1,0
50609,445,0,0,drop,66,66,0,1,0,1,0
50610,445,0,0,drop,66,66,0,1,0,1,0
50613,445,0,0,drop,66,66,0,1,0,1,0
50608,445,0,0,drop,66,66,0,1,0,1,0
50606,445,0,0,drop,66,66,0,1,0,1,0
50612,445,0,0,drop,66,66,0,1,0,1,0
58055,56205,0,0,deny,146,146,0,1,0,1,0
50518,445,0,0,drop,70,70,0,1,0,1,0
45375,1900,0,0,deny,139,139,0,1,0,1,0
19136,64147,0,0,deny,62,62,0,1,0,1,0
63321,37807,0,0,deny,66,66,0,1,0,1,0
46417,22114,0,0,deny,146,146,0,1,0,1,0
41677,57470,0,0,deny,62,62,0,1,0,1,0
30303,56301,0,0,deny,169,169,0,1,0,1,0
49594,22114,0,0,deny,66,66,0,1,0,1,0
50655,26467,0,0,deny,66,66,0,1,0,1,0
2850,64147,0,0,deny,62,62,0,1,0,1,0
48071,25174,0,0,deny,62,62,0,1,0,1,0
6666,62078,0,0,deny,60,60,0,1,0,1,0
55209,445,0,0,drop,70,70,0,1,0,1,0
55204,445,0,0,drop,70,70,0,1,0,1,0
55203,445,0,0,drop,70,70,0,1,0,1,0
55199,445,0,0,drop,70,70,0,1,0,1,0
50594,445,0,0,drop,66,66,0,1,0,1,0
50593,445,0,0,drop,66,66,0,1,0,1,0
50591,445,0,0,drop,66,66,0,1,0,1,0
28875,51505,0,0,deny,62,62,0,1,0,1,0
50505,445,0,0,drop,70,70,0,1,0,1,0
55903,53,1701,53,allow,170,87,83,2,30,1,1
40204,40018,64999,40018,allow,150,88,62,2,30,1,1
52213,56682,55020,56682,allow,66,66,0,1,5,1,0
9515,443,54612,443,allow,318,192,126,6,34,4,2
55115,53,54899,53,allow,758,96,662,2,31,1,1
50687,443,7518,443,allow,1199,618,581,13,29,6,7
49476,7010,49476,7010,allow,4215,2090,2125,15,16,8,7
56803,443,62661,443,allow,8020,2000,6020,20,15,11,9
53971,18810,57788,18810,allow,70,70,0,1,5,1,0
64080,11801,41031,11801,allow,66,66,0,1,5,1,0
49722,443,18328,443,allow,9698,3026,6672,54,618,27,27
64681,53,5691,53,allow,86,86,0,1,60,1,0
56122,53,50294,53,allow,731,91,640,2,30,1,1
39023,443,14196,443,allow,1017,705,312,9,20,4,5
50686,443,4744,443,allow,1199,618,581,13,29,6,7
65130,80,61798,80,allow,2500,531,1969,11,76,6,5
50722,80,21337,80,allow,3235,555,2680,13,20,6,7
53171,11820,1212,11820,allow,698,320,378,10,16,6,4
50730,53,50730,53,allow,228,97,131,2,30,1,1
57047,53,47290,53,allow,1426,98,1328,4,53,2,2
49315,443,55462,443,allow,160961,7302,153659,171,87,49,122
29979,53,29979,53,allow,215,80,135,2,33,1,1
56801,443,16437,443,allow,8022,2002,6020,20,15,11,9
59799,443,59799,443,allow,4666,1759,2907,19,28,11,8
63431,443,3951,443,allow,3182,1568,1614,8,120,4,4
63217,443,63217,443,allow,11907,1406,10501,25,22,11,14
53964,24389,41775,24389,allow,1473,842,631,12,15,7,5
36103,443,46915,443,allow,130,70,60,2,15,1,1
53998,443,53998,443,allow,4613,1706,2907,19,30,11,8
56802,443,7219,443,allow,8072,2052,6020,20,15,11,9
52215,16937,53036,16937,allow,136,136,0,3,12,3,0
53967,54589,61471,54589,allow,70,70,0,1,5,1,0
9511,443,26929,443,allow,318,192,126,6,34,4,2
49477,7000,49477,7000,allow,5910,4455,1455,19,15,11,8
44884,443,1595,443,allow,309,309,0,1,5,1,0
56756,443,1855,443,allow,7565,2187,5378,27,24,15,12
54973,53,61675,53,allow,711,87,624,2,30,1,1
56265,53,18284,53,allow,733,85,648,2,30,1,1
55897,53,23504,53,allow,770,102,668,2,30,1,1
55975,53,49618,53,allow,711,87,624,2,30,1,1
56257,53,60774,53,allow,170,87,83,2,31,1,1
50134,53,40420,53,allow,733,86,647,2,31,1,1
56216,53,5035,53,allow,170,87,83,2,31,1,1
56272,443,56272,443,allow,4550,1643,2907,19,28,11,8
9514,443,6699,443,allow,318,192,126,6,34,4,2
49480,7000,49480,7000,allow,3050,1659,1391,16,15,9,7
46774,53,46774,53,allow,235,90,145,2,33,1,1
41614,5222,29157,5222,allow,768,510,258,9,21,5,4
59442,53,59442,53,allow,235,90,145,2,33,1,1
38698,443,26967,443,allow,628,250,378,11,39,5,6
56476,443,56476,443,allow,4624,1717,2907,19,30,11,8
54939,443,24418,443,allow,13018,3066,9952,65,361,33,32
55370,53,23288,53,allow,711,87,624,2,30,1,1
56800,443,17462,443,allow,8074,2054,6020,20,16,11,9
57176,53,30899,53,allow,172,88,84,2,30,1,1
55219,53,47738,53,allow,91,91,0,1,30,1,0
55806,53,53227,53,allow,200,102,98,2,30,1,1
55564,53,55564,53,allow,215,88,127,2,30,1,1
55349,53,28852,53,allow,744,89,655,2,30,1,1
55224,53,26209,53,allow,711,87,624,2,31,1,1
45205,443,55089,443,allow,7221,3151,4070,20,162,9,11
61077,443,19799,443,allow,4970,2272,2698,12,121,6,6
56255,53,37256,53,allow,701,88,613,2,31,1,1
49762,53,56822,53,allow,184,94,90,2,31,1,1
59513,53,0,0,allow,82,82,0,1,31,1,0
57237,443,44952,443,allow,3283,1030,2253,16,136,8,8
55647,53,53361,53,allow,250,86,164,4,31,2,2
56480,53,53765,53,allow,755,94,661,2,31,1,1
64124,53,26589,53,allow,182,93,89,2,31,1,1
57052,53,31599,53,allow,711,87,624,2,31,1,1
45154,53,45154,53,allow,236,108,128,2,31,1,1
55288,53,47176,53,allow,192,98,94,2,31,1,1
57374,53,45450,53,allow,733,86,647,2,31,1,1
56397,53,29734,53,allow,174,89,85,2,31,1,1
55082,53,13671,53,allow,755,93,662,2,31,1,1
5578,53,5578,53,allow,288,83,205,2,31,1,1
43056,443,9640,443,allow,31297,21354,9943,55,363,28,27
6881,16869,32052,16869,allow,509,150,359,2,1200,1,1
48706,23393,0,0,deny,60,60,0,1,0,1,0
18204,55160,0,0,deny,146,146,0,1,0,1,0
53189,62413,0,0,deny,62,62,0,1,0,1,0
13406,22114,0,0,deny,62,62,0,1,0,1,0
